provider,flow,area,source,product,frequency,unit,detail,series_id,description,name
US_EIA,REFINOBS,USA,gov_eia_PET,CRUDEOIL,Monthly,KBD,PET.M_EPC0_YIY_R10_2.M,PET.M_EPC0_YIY_R10_2.M,"PADD 1 Refinery Net Input of Crude Oil, Monthly","PADD 1 Refinery Net Input of Crude Oil, Monthly"
US_EIA,REFINOBS,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPL0_YIY_R10_2.M,PET.M_EPL0_YIY_R10_2.M,"PADD 1 Refinery Net Input of Hydrocarbon Gas Liquids, Monthly","PADD 1 Refinery Net Input of Hydrocarbon Gas Liquids, Monthly"
US_EIA,REFINOBS,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPLP_YIY_R10_2.M,PET.M_EPLP_YIY_R10_2.M,"PADD 1 Refinery Net Input of Pentanes Plus, Monthly","PADD 1 Refinery Net Input of Pentanes Plus, Monthly"
US_EIA,REFINOBS,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPLL_YIY_R10_2.M,PET.M_EPLL_YIY_R10_2.M,"PADD 1 Refinery Net Input of Liquified Petroleum Gases, Monthly ","PADD 1 Refinery Net Input of Liquified Petroleum Gases, Monthly "
US_EIA,REFINOBS,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPOL_YIY_R10_2.M,PET.M_EPOL_YIY_R10_2.M,"PADD 1 Refinery Net Input of Other Liquids, Monthly","PADD 1 Refinery Net Input of Other Liquids, Monthly"
US_EIA,REFINOBS,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPOOOH_YIY_R10_MBBLD.M,PET.M_EPOOOH_YIY_R10_MBBLD.M,"PADD 1 Refinery Net Input of Hydrogen, Monthly ","PADD 1 Refinery Net Input of Hydrogen, Monthly "
US_EIA,REFINOBS,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPOO_YIY_R10_2.M,PET.M_EPOO_YIY_R10_2.M,"PADD 1 Refinery Net Input of Other Hydrocarbons/Oxygenates, Monthly","PADD 1 Refinery Net Input of Other Hydrocarbons/Oxygenates, Monthly"
US_EIA,REFINOBS,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPOOXE_YIY_R10_2.M,PET.M_EPOOXE_YIY_R10_2.M,"PADD 1 Refinery Net Input of Fuel Ethanol, Monthly ","PADD 1 Refinery Net Input of Fuel Ethanol, Monthly "
US_EIA,REFINOBS,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPOORD_YIY_R10_MBBLD.M,PET.M_EPOORD_YIY_R10_MBBLD.M,"PADD 1 Refinery Net Input of Renewable Diesel Fuel, Monthly ","PADD 1 Refinery Net Input of Renewable Diesel Fuel, Monthly "
US_EIA,REFINOBS,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPOUN_YIY_R10_2.M,PET.M_EPOUN_YIY_R10_2.M,"PADD 1 Refinery Net Input of Naphthas and Lighter, Monthly","PADD 1 Refinery Net Input of Naphthas and Lighter, Monthly"
US_EIA,REFINOBS,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPOUK_YIY_R10_2.M,PET.M_EPOUK_YIY_R10_2.M,"PADD 1 Refinery Net Input of Kerosene and Light Oils, Monthly ","PADD 1 Refinery Net Input of Kerosene and Light Oils, Monthly "
US_EIA,REFINOBS,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPOUH_YIY_R10_2.M,PET.M_EPOUH_YIY_R10_2.M,"PADD 1 Refinery Net Input of Heavy Gas Oils, Monthly","PADD 1 Refinery Net Input of Heavy Gas Oils, Monthly"
US_EIA,REFINOBS,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPOUR_YIY_R10_2.M,PET.M_EPOUR_YIY_R10_2.M,"PADD 1 Refinery Net Input of Residuum, Monthly","PADD 1 Refinery Net Input of Residuum, Monthly"
US_EIA,REFINOBS,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPOBG_YIY_R10_2.M,PET.M_EPOBG_YIY_R10_2.M,"PADD 1 Refinery Net Input of Gasoline Blending Components, Monthly","PADD 1 Refinery Net Input of Gasoline Blending Components, Monthly"
US_EIA,None,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPL0_YIB_R10_MBBLD.M,PET.M_EPL0_YIB_R10_MBBLD.M,"PADD 1 Blender Net Input of Hydrocarbon Gas Liquids, Monthly ","PADD 1 Blender Net Input of Hydrocarbon Gas Liquids, Monthly "
US_EIA,None,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPOOXE_YIB_R10_2.M,PET.M_EPOOXE_YIB_R10_2.M,"PADD 1 Blender Net Input of Fuel Ethanol, Monthly","PADD 1 Blender Net Input of Fuel Ethanol, Monthly"
US_EIA,None,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPOORD_YIB_R10_MBBLD.M,PET.M_EPOORD_YIB_R10_MBBLD.M,"PADD 1 Blender Net Input of Renewable Diesel Fuel, Monthly","PADD 1 Blender Net Input of Renewable Diesel Fuel, Monthly"
US_EIA,None,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPOBG_YIB_R10_2.M,PET.M_EPOBG_YIB_R10_2.M,"PADD 1 Blender Net Input of Gasoline Blending Components, Monthly","PADD 1 Blender Net Input of Gasoline Blending Components, Monthly"
US_EIA,REFGROUT,USA,gov_eia_PET,CRUDEOIL,Monthly,KBD,PET.MTTRX_R10_2.M,PET.MTTRX_R10_2.M,"PADD 1 Refinery Net Production of Crude Oil and Petroleum Products, Monthly","PADD 1 Refinery Net Production of Crude Oil and Petroleum Products, Monthly"
US_EIA,REFGROUT,USA,gov_eia_PET,None,Monthly,KBD,PET.MLPRX_R10_2.M,PET.MLPRX_R10_2.M,"PADD 1 Refinery Net Production of Liquified Petroleum Gases, Monthly","PADD 1 Refinery Net Production of Liquified Petroleum Gases, Monthly"
US_EIA,REFGROUT,USA,gov_eia_PET,None,Monthly,KBD,PET.MPLRX_R10_2.M,PET.MPLRX_R10_2.M,"PADD 1 Refinery Net Production of Propylene, Monthly","PADD 1 Refinery Net Production of Propylene, Monthly"
US_EIA,REFGROUT,USA,gov_eia_PET,None,Monthly,KBD,PET.MGFRX_R10_2.M,PET.MGFRX_R10_2.M,"PADD 1 Refinery Net Production of Finished Motor Gasoline, Monthly","PADD 1 Refinery Net Production of Finished Motor Gasoline, Monthly"
US_EIA,REFGROUT,USA,gov_eia_PET,None,Monthly,KBD,PET.MKJRX_R10_2.M,PET.MKJRX_R10_2.M,"PADD 1 Refinery Net Production of Kerosene-Type Jet Fuel, Monthly","PADD 1 Refinery Net Production of Kerosene-Type Jet Fuel, Monthly"
US_EIA,REFGROUT,USA,gov_eia_PET,None,Monthly,KBD,PET.MD1RX_R10_2.M,PET.MD1RX_R10_2.M,"PADD 1 Refinery Net Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur, Monthly","PADD 1 Refinery Net Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur, Monthly"
US_EIA,REFGROUT,USA,gov_eia_PET,None,Monthly,KBD,PET.MDGRX_R10_2.M,PET.MDGRX_R10_2.M,"PADD 1 Refinery Net Production of Distillate Fuel Oil, Greater Than 500 ppm Sulfur, Monthly","PADD 1 Refinery Net Production of Distillate Fuel Oil, Greater Than 500 ppm Sulfur, Monthly"
US_EIA,REFGROUT,USA,gov_eia_PET,None,Monthly,KBD,PET.MPNRX_R10_2.M,PET.MPNRX_R10_2.M,"PADD 1 Refinery Net Production of Naphtha for Petrochemical Feedstock Use, Monthly","PADD 1 Refinery Net Production of Naphtha for Petrochemical Feedstock Use, Monthly"
US_EIA,REFGROUT,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPPPO_YPY_R10_2.M,PET.M_EPPPO_YPY_R10_2.M,"PADD 1 Refinery Net Production of Other Oils for Petrochemical Feedstock Use, Monthly","PADD 1 Refinery Net Production of Other Oils for Petrochemical Feedstock Use, Monthly"
US_EIA,REFGROUT,USA,gov_eia_PET,None,Monthly,KBD,PET.MLURX_R10_2.M,PET.MLURX_R10_2.M,"PADD 1 Refinery Net Production of Lubricants, Monthly","PADD 1 Refinery Net Production of Lubricants, Monthly"
US_EIA,REFGROUT,USA,gov_eia_PET,None,Monthly,KBD,PET.MCMRX_R10_2.M,PET.MCMRX_R10_2.M,"PADD 1 Refinery Net Production of Petroleum Coke Marketable, Monthly","PADD 1 Refinery Net Production of Petroleum Coke Marketable, Monthly"
US_EIA,REFGROUT,USA,gov_eia_PET,None,Monthly,KBD,PET.MAPRX_R10_2.M,PET.MAPRX_R10_2.M,"PADD 1 Refinery Net Production of Asphalt and Road Oil, Monthly","PADD 1 Refinery Net Production of Asphalt and Road Oil, Monthly"
US_EIA,REFGROUT,USA,gov_eia_PET,None,Monthly,KBD,PET.MSGRX_R10_2.M,PET.MSGRX_R10_2.M,"PADD 1 Refinery Net Production of Still Gas, Monthly","PADD 1 Refinery Net Production of Still Gas, Monthly"
US_EIA,REFGROUT,USA,gov_eia_PET,None,Monthly,KBD,PET.MMSRX_R10_2.M,PET.MMSRX_R10_2.M,"PADD 1 Refinery Net Production of Miscellaneous Petroleum Products, Monthly","PADD 1 Refinery Net Production of Miscellaneous Petroleum Products, Monthly"
US_EIA,None,USA,gov_eia_PET,None,Monthly,KBD,PET.MPGRX_R10_2.M,PET.MPGRX_R10_2.M,"PADD 1 Refinery Processing Gain, Monthly","PADD 1 Refinery Processing Gain, Monthly"
US_EIA,None,USA,gov_eia_PET,None,Monthly,KBD,PET.MGFRZ_R10_2.M,PET.MGFRZ_R10_2.M,"PADD 1 Blender Net Production of Finished Motor Gasoline, Monthly ","PADD 1 Blender Net Production of Finished Motor Gasoline, Monthly "
US_EIA,None,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPOOXE_YOP_R10_2.M,PET.M_EPOOXE_YOP_R10_2.M,"PADD 1 Oxygenate Plant Production of Fuel Ethanol, Monthly","PADD 1 Oxygenate Plant Production of Fuel Ethanol, Monthly"
US_EIA,REFINOBS,USA,gov_eia_PET,None,Monthly,KBD,PET.M_NA_YDR_R10_MBBLD.M,PET.M_NA_YDR_R10_MBBLD.M,"PADD 1 Downstream Processing of Fresh Feed Input by Catalytic Reforming Units, Monthly","PADD 1 Downstream Processing of Fresh Feed Input by Catalytic Reforming Units, Monthly"
US_EIA,REFINOBS,USA,gov_eia_PET,None,Monthly,KBD,PET.M_NA_YDR_NUS_MBBLD.M,PET.M_NA_YDR_NUS_MBBLD.M,"U.S. Downstream Processing of Fresh Feed Input by Catalytic Reforming Units, Monthly","U.S. Downstream Processing of Fresh Feed Input by Catalytic Reforming Units, Monthly"
US_EIA,None,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPLLEA_FPF_R10_MBBLD.M,PET.M_EPLLEA_FPF_R10_MBBLD.M,"PADD 1 Field Production of Ethane, Monthly (Thousand Barrels per Day)","PADD 1 Field Production of Ethane, Monthly (Thousand Barrels per Day)"
US_EIA,None,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPLLBAI_FPF_R10_MBBLD.A,PET.M_EPLLBAI_FPF_R10_MBBLD.A,"PADD 1 Field Production of Isobutane, Annual (Thousand Barrels per Day)","PADD 1 Field Production of Isobutane, Annual (Thousand Barrels per Day)"
US_EIA,None,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPL2_FPF_R10_MBBLD.M,PET.M_EPL2_FPF_R10_MBBLD.M,"PADD 1 Field Production of Natural Gas Liquids, Monthly (Thousand Barrels per Day)","PADD 1 Field Production of Natural Gas Liquids, Monthly (Thousand Barrels per Day)"
US_EIA,None,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPLLNG_FPF_R10_MBBLD.M,PET.M_EPLLNG_FPF_R10_MBBLD.M,"PADD 1 Field Production of Natural Gasoline, Monthly (Thousand Barrels per Day)","PADD 1 Field Production of Natural Gasoline, Monthly (Thousand Barrels per Day)"
US_EIA,None,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPLLBAN_FPF_R10_MBBLD.M,PET.M_EPLLBAN_FPF_R10_MBBLD.M,"PADD 1 Field Production of Normal Butane, Monthly (Thousand Barrels per Day)","PADD 1 Field Production of Normal Butane, Monthly (Thousand Barrels per Day)"
US_EIA,None,USA,gov_eia_PET,None,Monthly,KBD,PET.M_EPLLPA_FPF_R10_MBBLD.M,PET.M_EPLLPA_FPF_R10_MBBLD.M,"PADD 1  Field Production of Propane, Monthly (Thousand Barrels per Day)","PADD 1  Field Production of Propane, Monthly (Thousand Barrels per Day)"
US_EIA,None,USA,gov_eia_PET,CRUDEOIL,Monthly,KBBL,PET.8_NA_8R0D_R10_MBBL.A,PET.8_NA_8R0D_R10_MBBL.A,"PADD 1 Domestic Crude Oil Refinery Receipts, Annual (Thousand Barrels)","PADD 1 Domestic Crude Oil Refinery Receipts, Annual (Thousand Barrels)"
US_EIA,None,USA,gov_eia_PET,CRUDEOIL,Monthly,KBBL,PET.8_NA_8R0F_R10_MBBL.A,PET.8_NA_8R0F_R10_MBBL.A,"PADD 1 Foreign Crude Oil Refinery Receipts, Annual (Thousand Barrels)","PADD 1 Foreign Crude Oil Refinery Receipts, Annual (Thousand Barrels)"
US_EIA,None,USA,gov_eia_PET,CRUDEOIL,Monthly,KBBL,PET.8_NA_8RPD_R10_MBBL.A,PET.8_NA_8RPD_R10_MBBL.A,"PADD 1 Domestic Crude Oil Refinery Receipts by Pipeline, Annual (Thousand Barrels)","PADD 1 Domestic Crude Oil Refinery Receipts by Pipeline, Annual (Thousand Barrels)"
US_EIA,None,USA,gov_eia_PET,CRUDEOIL,Monthly,KBBL,PET.8_NA_8RPF_R10_MBBL.A,PET.8_NA_8RPF_R10_MBBL.A,"PADD 1 Foreign Crude Oil Refinery Receipts by Pipeline, Annual (Thousand Barrels)","PADD 1 Foreign Crude Oil Refinery Receipts by Pipeline, Annual (Thousand Barrels)"
US_EIA,None,USA,gov_eia_PET,CRUDEOIL,Monthly,KBBL,PET.8_NA_8RCD_R10_MBBL.A,PET.8_NA_8RCD_R10_MBBL.A,"PADD 1 Domestic Crude Oil Refinery Receipts by Tank Cars (Rail), Annual (Thousand Barrels)","PADD 1 Domestic Crude Oil Refinery Receipts by Tank Cars (Rail), Annual (Thousand Barrels)"
US_EIA,None,USA,gov_eia_PET,CRUDEOIL,Monthly,KBBL,PET.8_NA_8RCF_R10_MBBL.A,PET.8_NA_8RCF_R10_MBBL.A,"PADD 1 Foreign Crude Oil Refinery Receipts by Tank Cars (Rail), Annual (Thousand Barrels)","PADD 1 Foreign Crude Oil Refinery Receipts by Tank Cars (Rail), Annual (Thousand Barrels)"
US_EIA,None,USA,gov_eia_PET,CRUDEOIL,Monthly,KBBL,PET.8_NA_8RRD_R10_MBBL.A,PET.8_NA_8RRD_R10_MBBL.A,"PADD 1 Domestic Crude Oil Refinery Receipts by Truck, Annual (Thousand Barrels)","PADD 1 Domestic Crude Oil Refinery Receipts by Truck, Annual (Thousand Barrels)"
US_EIA,None,USA,gov_eia_PET,CRUDEOIL,Monthly,KBBL,PET.8_NA_8RRF_R10_MBBL.A,PET.8_NA_8RRF_R10_MBBL.A,"PADD 1 Foreign Crude Oil Refinery Receipts by Truck, Annual (Thousand Barrels)","PADD 1 Foreign Crude Oil Refinery Receipts by Truck, Annual (Thousand Barrels)"
US_EIA,None,USA,gov_eia_PET,None,Monthly,KBBL,PET.8_NA_8FPS_R10_MBBL.A,PET.8_NA_8FPS_R10_MBBL.A,"PADD 1 Still Gas Consumed at Refineries, Annual ","PADD 1 Still Gas Consumed at Refineries, Annual "
US_EIA,None,USA,gov_eia_PET,None,Monthly,KBBL,PET.8_NA_8FPPM_R10_MBBL.A,PET.8_NA_8FPPM_R10_MBBL.A,"PADD 1 Marketable Petroleum Coke Consumed at Refineries, Annual","PADD 1 Marketable Petroleum Coke Consumed at Refineries, Annual"
US_EIA,None,USA,gov_eia_PET,None,Monthly,KBBL,PET.8_NA_8FPPC_R10_MBBL.A,PET.8_NA_8FPPC_R10_MBBL.A,"PADD 1 Catalyst Petroleum Coke Consumed at Refineries, Annual","PADD 1 Catalyst Petroleum Coke Consumed at Refineries, Annual"
US_EIA,None,USA,gov_eia_PET,None,Monthly,KBBL,PET.8_NA_8FN0_R10_2.A,PET.8_NA_8FN0_R10_2.A,"PADD 1 Natural Gas Consumed at Refineries, Annual (Million Cubic Feet)","PADD 1 Natural Gas Consumed at Refineries, Annual (Million Cubic Feet)"
US_EIA,None,USA,gov_eia_PET,None,Monthly,KBBL,PET.8_NA_8FE0_R10_K.A,PET.8_NA_8FE0_R10_K.A,"PADD 1 Purchased Electricity Consumed at Refineries, Annual (Million Kilowatthours)","PADD 1 Purchased Electricity Consumed at Refineries, Annual (Million Kilowatthours)"
US_EIA,None,USA,gov_eia_PET,None,Monthly,KBBL,PET.8_NA_8FS0_R10_B.A,PET.8_NA_8FS0_R10_B.A,"PADD 1 Purchased Steam Consumed at Refineries, Annual (Million Pounds)","PADD 1 Purchased Steam Consumed at Refineries, Annual (Million Pounds)"
US_EIA,None,USA,gov_eia_PET,None,Monthly,KBBL,PET.8_NA_8NGFSHY_R10_MMCF.A,PET.8_NA_8NGFSHY_R10_MMCF.A,"PADD 1 Natural Gas Used as Feedstock for Hydrogen Production, Annual ","PADD 1 Natural Gas Used as Feedstock for Hydrogen Production, Annual "
US_EIA,REFINOBS,USA,gov_eia_PET,CRUDEOIL,Weekly,KBD,PET.WCRRIP12.W,PET.WCRRIP12.W,"East Coast (PADD 1) Refiner Net Input of Crude Oil, Weekly","East Coast (PADD 1) Refiner Net Input of Crude Oil, Weekly"
US_EIA,REFINOBS,USA,gov_eia_PET,CRUDEOIL,Weekly,KBD,PET.WCRRIP22.W,PET.WCRRIP22.W,"Midwest (PADD 2) Refiner Net Input of Crude Oil, Weekly","Midwest (PADD 2) Refiner Net Input of Crude Oil, Weekly"
US_EIA,REFINOBS,USA,gov_eia_PET,CRUDEOIL,Weekly,KBD,PET.WCRRIP32.W,PET.WCRRIP32.W,"Gulf Coast (PADD 3) Refiner Net Input of Crude Oil, Weekly","Gulf Coast (PADD 3) Refiner Net Input of Crude Oil, Weekly"
US_EIA,REFINOBS,USA,gov_eia_PET,CRUDEOIL,Weekly,KBD,PET.WCRRIP42.W,PET.WCRRIP42.W,"Rocky Mountain (PADD 4) Refiner Net Input of Crude Oil, Weekly","Rocky Mountain (PADD 4) Refiner Net Input of Crude Oil, Weekly"
US_EIA,REFINOBS,USA,gov_eia_PET,CRUDEOIL,Weekly,KBD,PET.WCRRIP52.W,PET.WCRRIP52.W,"West Coast (PADD 5) Refiner Net Input of Crude Oil, Weekly","West Coast (PADD 5) Refiner Net Input of Crude Oil, Weekly"
US_EIA,REFINOBS,USA,gov_eia_PET,BIOETHANOL,Weekly,KBD,PET.W_EPOOXE_YIR_R10_MBBLD.W,PET.W_EPOOXE_YIR_R10_MBBLD.W,"East Coast (PADD 1) Refiner and Blender Net Input of Fuel Ethanol, Weekly","East Coast (PADD 1) Refiner and Blender Net Input of Fuel Ethanol, Weekly"
US_EIA,REFINOBS,USA,gov_eia_PET,BIOETHANOL,Weekly,KBD,PET.W_EPOOXE_YIR_R20_MBBLD.W,PET.W_EPOOXE_YIR_R20_MBBLD.W,"Midwest (PADD 2) Refiner and Blender Net Input of Fuel Ethanol, Weekly","Midwest (PADD 2) Refiner and Blender Net Input of Fuel Ethanol, Weekly"
US_EIA,REFINOBS,USA,gov_eia_PET,BIOETHANOL,Weekly,KBD,PET.W_EPOOXE_YIR_R30_MBBLD.W,PET.W_EPOOXE_YIR_R30_MBBLD.W,"Gulf Coast (PADD 3) Refiner and Blender Net Input of Fuel Ethanol, Weekly","Gulf Coast (PADD 3) Refiner and Blender Net Input of Fuel Ethanol, Weekly"
US_EIA,REFINOBS,USA,gov_eia_PET,BIOETHANOL,Weekly,KBD,PET.W_EPOOXE_YIR_R40_MBBLD.W,PET.W_EPOOXE_YIR_R40_MBBLD.W,"Rocky Mountain (PADD 4) Refiner and Blender Net Input of Fuel Ethanol, Weekly","Rocky Mountain (PADD 4) Refiner and Blender Net Input of Fuel Ethanol, Weekly"
US_EIA,REFINOBS,USA,gov_eia_PET,BIOETHANOL,Weekly,KBD,PET.W_EPOOXE_YIR_R50_MBBLD.W,PET.W_EPOOXE_YIR_R50_MBBLD.W,"West Coast (PADD 5) Refiner and Blender Net Input of Fuel Ethanol, Weekly","West Coast (PADD 5) Refiner and Blender Net Input of Fuel Ethanol, Weekly"
US_EIA,PRICE,USA,gov_eia_PET,CRUDEOIL,Daily,USD,PET.RWTC.D,PET.RWTC.D,"Cushing, OK WTI Spot Price FOB, Daily in Dollars per Barrel.","Cushing, OK WTI Spot Price FOB, Daily"
US_EIA,PRICE,USA,gov_eia_PET,CRUDEOIL,Weekly,USD,PET.RWTC.W,PET.RWTC.W,"Cushing, OK WTI Spot Price FOB, Weekly in Dollars per Barrel.","Cushing, OK WTI Spot Price FOB, Weekly"
US_EIA,PRICE,USA,gov_eia_PET,CRUDEOIL,Monthly,USD,PET.RWTC.M,PET.RWTC.M,"Cushing, OK WTI Spot Price FOB, Monthly in Dollars per Barrel.","Cushing, OK WTI Spot Price FOB, Monthly"
US_EIA,PRICE,USA,gov_eia_PET,CRUDEOIL,Annual,USD,PET.RWTC.A,PET.RWTC.A,"Cushing, OK WTI Spot Price FOB, Annual in Dollars per Barrel.","Cushing, OK WTI Spot Price FOB, Annual"
US_EIA,PRICE,USA,gov_eia_PET,CRUDEOIL,Daily,USD,PET.RBRTE.D,PET.RBRTE.D,"Europe Brent Spot Price FOB, Daily in Dollars per Barrel.","Europe Brent Spot Price FOB, Daily"
US_EIA,PRICE,USA,gov_eia_PET,CRUDEOIL,Weekly,USD,PET.RBRTE.W,PET.RBRTE.W,"Europe Brent Spot Price FOB, Weekly in Dollars per Barrel.","Europe Brent Spot Price FOB, Weekly"
US_EIA,PRICE,USA,gov_eia_PET,CRUDEOIL,Monthly,USD,PET.RBRTE.M,PET.RBRTE.M,"Europe Brent Spot Price FOB, Monthly in Dollars per Barrel.","Europe Brent Spot Price FOB, Monthly"
US_EIA,PRICE,USA,gov_eia_PET,CRUDEOIL,Annual,USD,PET.RBRTE.A,PET.RBRTE.A,"Europe Brent Spot Price FOB, Annual in Dollars per Barrel.","Europe Brent Spot Price FOB, Annual"
US_EIA,SULFUR,USA,gov_eia_PET,CRUDEOIL,Monthly,USD,PET.MCRS1P12.M,PET.MCRS1P12.M,"PADD 1 Sulfur Content (Weighted Average) of Crude Oil Input to Refineries, Monthly","PADD 1 Sulfur Content (Weighted Average) of Crude Oil Input to Refineries, Monthly"
US_EIA,SULFUR,USA,gov_eia_PET,CRUDEOIL,Monthly,USD,PET.MCRS1P22.M,PET.MCRS1P22.M,"PADD 2 Sulfur Content (Weighted Average) of Crude Oil Input to Refineries, Monthly","PADD 2 Sulfur Content (Weighted Average) of Crude Oil Input to Refineries, Monthly"
US_EIA,SULFUR,USA,gov_eia_PET,CRUDEOIL,Monthly,USD,PET.MCRS1P32.M,PET.MCRS1P32.M,"PADD 3 Sulfur Content (Weighted Average) of Crude Oil Input to Refineries, Monthly","PADD 3 Sulfur Content (Weighted Average) of Crude Oil Input to Refineries, Monthly"
US_EIA,SULFUR,USA,gov_eia_PET,CRUDEOIL,Monthly,USD,PET.MCRS1P42.M,PET.MCRS1P42.M,"PADD 4 Sulfur Content (Weighted Average) of Crude Oil Input to Refineries, Monthly","PADD 4 Sulfur Content (Weighted Average) of Crude Oil Input to Refineries, Monthly"
US_EIA,SULFUR,USA,gov_eia_PET,CRUDEOIL,Monthly,USD,PET.MCRS1P52.M,PET.MCRS1P52.M,"PADD 5 Sulfur Content (Weighted Average) of Crude Oil Input to Refineries, Monthly","PADD 5 Sulfur Content (Weighted Average) of Crude Oil Input to Refineries, Monthly"
US_EIA,SULFUR,USA,gov_eia_PET,CRUDEOIL,Monthly,USD,PET.MCRS1US2.M,PET.MCRS1US2.M,"U.S. Sulfur Content (Weighted Average) of Crude Oil Input to Refineries, Monthly","U.S. Sulfur Content (Weighted Average) of Crude Oil Input to Refineries, Monthly"
US_EIA,API,USA,gov_eia_PET,CRUDEOIL,Monthly,USD,PET.MCRAPP12.M,PET.MCRAPP12.M,"PADD 1 API Gravity (Weighted Average) of Crude Oil Input to Refineries, Monthly","PADD 1 API Gravity (Weighted Average) of Crude Oil Input to Refineries, Monthly"
US_EIA,API,USA,gov_eia_PET,CRUDEOIL,Monthly,USD,PET.MCRAPP22.M,PET.MCRAPP22.M,"PADD 2 API Gravity (Weighted Average) of Crude Oil Input to Refineries, Monthly","PADD 2 API Gravity (Weighted Average) of Crude Oil Input to Refineries, Monthly"
US_EIA,API,USA,gov_eia_PET,CRUDEOIL,Monthly,USD,PET.MCRAPP32.M,PET.MCRAPP32.M,"PADD 3 API Gravity (Weighted Average) of Crude Oil Input to Refineries, Monthly","PADD 3 API Gravity (Weighted Average) of Crude Oil Input to Refineries, Monthly"
US_EIA,API,USA,gov_eia_PET,CRUDEOIL,Monthly,USD,PET.MCRAPP42.M,PET.MCRAPP42.M,"PADD 4 API Gravity (Weighted Average) of Crude Oil Input to Refineries, Monthly","PADD 4 API Gravity (Weighted Average) of Crude Oil Input to Refineries, Monthly"
US_EIA,API,USA,gov_eia_PET,CRUDEOIL,Monthly,USD,PET.MCRAPP52.M,PET.MCRAPP52.M,"PADD 5 API Gravity (Weighted Average) of Crude Oil Input to Refineries, Monthly","PADD 5 API Gravity (Weighted Average) of Crude Oil Input to Refineries, Monthly"
US_EIA,API,USA,gov_eia_PET,CRUDEOIL,Monthly,USD,PET.MCRAPUS2.M,PET.MCRAPUS2.M,"U.S. API Gravity (Weighted Average) of Crude Oil Input to Refineries, Monthly","U.S. API Gravity (Weighted Average) of Crude Oil Input to Refineries, Monthly"
